covered,criteria
t,"Approvable Criteria:
1. Is Opdivo prescribed by, or in consultation with, an oncologist?
 If yes, continue to #2.
 If no, do not approve.
2. Is the member 18 years of age or older?
 If yes, continue to #3.
 If no, do not approve.
3. Does the member have a diagnosis of unresectable or metastatic melanoma?
 If yes, continue to #4.
 If no, continue to #7.
4. Is the member BRAF V600 mutation positive or BRAF V600 wild-type?
 If yes, continue to #5.
 If no, continue to #6.
5. Will Opdivo be used as a single agent?
 If yes, approve for 6 months.
 If no, do not approve.
6. Will Opdivo be used in combination with Yervoy (ipilimumab)?
 If yes, approve for 6 months.
 If no, do not approve.
7. Does the member have a diagnosis of metastatic non-small cell lung cancer (NSCLC)?
 If yes, continue to #8.
 If no, continue to # 11.
8. Does the member have epidermal growth factor receptor (EGFR) or anaplastic lymphoma kinase (ALK) genomic tumor aberrations?
 If yes, continue to #9.
 If no, continue to #10.
9. Has the member had disease progression on EGFR- or ALK-targeted therapy?
 If yes, continue to #10.
 If no, do not approve.
10. Has the member had disease progression during or after treatment with platinum-based chemotherapy?
 If yes, approve for 6 months.
 If no, do not approve.
11. Does the member have a diagnosis of advanced renal cell cancer (RCC)?
 If yes, continue to # 12.
 If no, continue to #13.
12. Has the member had disease progression after prior anti-angiogenic therapy (e.g., Nexavar)?
 If yes, approve for 6 months.
 If no, do not approve.
13. Does the member have a diagnosis of classical Hodgkin lymphoma (cHL)?
 If yes, continue to # 14.
 If no, do not approve.
14. Has the member relapsed or progressed after autologous hematopoietic stem cell transplantation (HSCT) and post-transplantation Adcetris?
 If yes, approve for 6 months.
 If no, do not approve.
15. Does the member have a diagnosis of recurrent or metastatic squamous cell carcinoma
of the head and neck?
 If yes, go back to #10.
 If no, do not approve.
16. Does the member have a diagnosis of locally advanced or metastatic urothelial
carcinoma?
 If yes, go back to #10.
 If no, do not approve

Coverage Renewal Criteria: Coverage can be renewed in 6 month intervals if:
 There is absence of unacceptable toxicity from the drug; AND
 The member does not show evidence of disease progression while on Opdivo"
t,"Medically Necessary:

Melanoma (cutaneous and uveal):
Ipilimumab is considered medically necessary for the treatment of unresectable or metastatic melanoma when the following criteria are met:
An individual has an Eastern Cooperative Oncology Group (ECOG) performance status of 0-2 and meets criteria under either “B” or “C”.
Ipilimumab is used in combination with nivolumab as:
First-line therapy; or
Second-line or subsequent therapy for disease progression if nivolumab was not previously used; or
Ipilimumab is used as a single agent for one of the following:
First line therapy as a single course of 4 treatments; or
Second-line or subsequent lines of therapy as a single course of 4 treatments; or
Retreatment, consisting of a 4-dose limit, for an individual who had no significant systemic toxicity during prior ipilimumab therapy, and whose disease progressed after being stable for greater than 6 months following completion of a prior course of ipilimumab, and for whom no intervening therapy has been administered.
Ipilimumab is considered medically necessary for the adjuvant treatment of melanoma in individuals with pathologic involvement of regional lymph nodes of more than 1 mm who have undergone complete resection, including lymphadenectomy.

Renal Cell Carcinoma (RCC):
The use of ipilimumab is considered medically necessary for the treatment of individuals with intermediate- or poor-risk, advanced RCC when all the following criteria are met:
Ipilimumab is used in combination with nivolumab, as first-line therapy for previously untreated RCC;
Ipilimumab is used in subsequent therapy with nivolumab if no checkpoint blockade (PD-1, PD-L1, or CTLA-4) antibody treatment has been previously administered; and
Histologic confirmation of RCC with clear-cell component; and
Current ECOG performance status 0-2; and
Not receiving therapy for an autoimmune disease or chronic condition requiring treatment with a systemic immunosuppressant.

Small Cell Lung Cancer:
Ipilimumab is considered medically necessary for the treatment of individuals with small cell lung cancer when the following criteria are met:
An individual has an ECOG performance status of 0-2; and
Ipilimumab is used in combination with nivolumab as subsequent therapy for one of the following:
Demonstrated disease relapse within 6 months following complete or partial response or stable disease with initial treatment; or
No response with initial treatment; or
Primary progressive disease.

Investigational and Not Medically Necessary:

Ipilimumab is considered investigational and not medically necessary if the individual has an autoimmune disease which requires treatment with immunosuppressant drugs.

Ipilimumab is considered investigational and not medically necessary when the above criteria are not met and for all other indications including, but not limited to: non-small cell lung cancer, prostate cancer, and pancreatic cancer."
t,N/A
t,N/A
t,N/A
t,"- Buprenorphine containing prescriptions must be from an authorized prescriber for treatment of documented opioid dependence or opioid abuse.
 - Oral buprenorphine/naloxone combination products are preferred except in pregnant women to minimize the possibility of diversion of buprenorphine single entity via the injection route.
 - Non-preferred agents will be approved after documented failure of preferred agents.
 - Total daily dose of buprenorphine cannot exceed 24 mg.
 - Idaho Medicaid participants receiving Suboxone (buprenorphine/naloxone) or buprenorphine will be blocked by Idaho Medicaid for payment of any other opioids."
t,"Covered Uses 
All medically accepted indications not otherwise excluded from Part D. 

Exclusion Criteria N/A 

Required Medical Information 
Copy of the test results must be provided that document the BRAF V600E or V600K mutation for unresectable or metastatic melanoma OR a copy of the test results must be provided that document BRAF V600E mutation for non-small cell lung cancer. 

Age Restrictions N/A 

Prescriber Restrictions N/A 

Coverage Duration 1 Year 

Other Criteria N/A"
t,"Covered Uses
 All medically accepted indications not otherwise excluded from Part D. 

Exclusion Criteria N/A 

Required Medical Information Copy of the test results must be provided that document the BRAF V600E or V600K mutation. 

Age Restrictions N/A 

Prescriber Restrictions N/A 

Coverage Duration 1 year 

Other Criteria
 Individual is using  Cotellic (cobimetinib) in combination with Zelboraf (vemurafenib)."
t,"Covered Uses:
All FDA-approved indications not otherwise excluded from Part D

Required Medical Information:
Documentation of the detected BRAF V600E or V600K mutation

Coverage Duration: 
12 months"
t,"Covered Uses: 
All medically accepted indications not otherwise excluded from Part D.

Required Medical Information: 
Documentation of BRAF V600E mutation 

Coverage Duration:
12 months"
t,N/A
t,N/A
t,"Covered Uses:
All FDA-approved indications not otherwise excluded from Part D. Non-small cell lung cancer. 

Exclusion Criteria:
MELANOMA: Monotherapy for patients who have disease progression on prior BRAF inhibitor therapy.

Required Medical Information:
MELANOMA: Positive for the BRAF V600E or V600K mutation detected by an FDA-approved test. 
NONSMALL CELL LUNG CANCER: Positive for BRAF V600E mutation.

Prescriber Restrictions:
Prescribed by or in consultation with an oncologist.

Coverage Duration:
12 months.

Other Criteria:
NON-SMALL CELL LUNG CANCER: Used in combination with Tafinlar."
t,N/A
t,N/A
t,N/A
f,N/A
t,"LONG-TERM INTERSTITIAL CONTINUOUS GLUCOSE MONITORING SYSTEM (CGMS)
Use of an FDA-approved long-term interstitial CGMS to measure glucose levels via a subcutaneously implanted sensor is considered medically necessary and, therefore, covered, as durable medical equipment (DME), when an individual meets one of the following criteria:
- The individual is pregnant with type I diabetes mellitus.
- The individual has type I diabetes and documentation of all of the following:
- The CGMS is prescribed by a professional provider.
- The individual is on an insulin regimen, requiring two or more insulin injections per day, or utilizes an insulin pump.
- The individual has a documented history of poorly controlled diabetes (i.e., severe ketosis or hypoglycemic episodes without experiencing warning and recognition of symptoms or hypoglycemic unawareness).
- The individual has demonstrated mastery of the fundamentals of diabetes self-management, which includes:
- Routine, regular testing of blood glucose levels at least three times a day
- Maintaining accurate records of blood glucose testing
- The individual has received diabetes self-management education and instruction for mastering the CGMS from a qualified health care professional; these lessons included all of the following:
- Basic care of the CGMS (e.g., insertion, calibration, expectations)
- Use of real-time CGMS application in diabetic care
- Alarm use and problem solving"
